,tweet
5010,"RT @PaulMitchell_AB: If you are highly skeptical of the Covid lockdown narrative, the mRNA ""vaccines"" and the existence of a ""climate emerg…"
5011,"RT @JenGranholm: Before ⁦@POTUS⁩ address tonight, let’s applaud Congress for reinstating strong methane rules — a big freakin’ deal! @NYTim…"
5012,"RT @NewYorker: “That climate change will touch every community, demographic, and region, but is also on track to devastate poor and BIPOC c…"
5013,"RT @Wizard_Predicts: #NeverTrump Republicans are complicit in effectuating Biden's agenda of gun control, critical race indoctrination, hig…"
5014,"@ATomalty @TheBeaverton I see the climate change denier lobby has weighed in on... checks notes... Covid in NS.  

Your comments will be taken under advisement, thank you."
5015,RT @shayshinecastle: Boulder on climate change: OMG we have to do something and set an example to other cities! Here's 6% of our budget!!!…
5016,"RT @NPR: President Biden emphasized the word ""jobs"" when talking about the climate crisis. His infrastructure plan looks to put Americans t…"
5017,"Man, when climate change fucks up winegrowing, I'm going to be big mad"
5018,@NBCNews Some journalist reach out to me. There are thousands and thousands of lives at risk. Coverup of water pollution in a flint water level of problem. Local Politicians getting rich. It needs the whistle blown in a big way. Someone contact me seriously. They need help!
5019,RT @jonward11: i was told recently that Tim Scott began reaching out to big donors this year that one would associate with a run for presid…
5020,"In 2017, Scott was one of 22 senators to sign a letter[83] to President Donald Trump urging him to withdraw the United States from the Paris Agreement. According to the Center for Responsive Politics, Scott has received political donations, over $540,000 from oil, gas and coal i"
5021,"RT @CREWcrew: Okay wait, how did we not learn after the previous administration that giving friends with lots of money jobs they are not ne…"
5022,RT @kurtbardella: Ummm ... @TimScottSC science is pretty f*cking clear about wearing masks and climate change ... things YOUR political par…
5023,"America faces four interlocking crises. Economic inequality, racial injustice, the COVID-19 pandemic, and the climate crisis. We must confront them with the kind of ambition, ingenuity, and vision that President Biden outlined tonight. #JointAddress"
5024,Grateful for journalists like @GabrielPopkin providing important nuance to the climate space. Keep it up!
5025,RT @drjulie_b: Is it my dog or is it 100 companies producing 70% of global emissions
5026,Ooof. Some SERIOUS Ex-fam energy here 🙌🏾 @OxfamAmerica
5027,"“We know from decades of exploration data that Queensland has a broad and abundant mix of resources... as well as critical minerals such as #vanadium, titanium, scandium and cobalt which are essential in the production of renewable technologies,” @IanEMacfarlane said."
5028,"RT @PeterDClack: The earth's climate has consistently responded only to geological, oceanographic and celestial forces, and this is recorde…"
5029,"RT @DanScavino: “While Mike Pompeo was secretary of state and advising Donald Trump, Biden climate czar and former Secretary of State John…"
5030,"@HeatherHilscher @mtgreeneGA @mtgreenee ""anti-science"". Republicans don't want evolution taught, they didn't want pollution taught, they don't want climate change taught, and they now don't want to teach about viruses, masks, and vaccines.

Today's reps are pre-enlightenment political dogmatists who nurture ignorance"
5031,RT @drjulie_b: Is it my dog or is it 100 companies producing 70% of global emissions
5032,"RT @Adorable_Todd: NY will soon have the highest gas tax in the nation - outpacing California. It will be about $1.00 a gallon.

Also the w…"
5033,"RT @OlufemiOTaiwo: ""Nation-states continue to “protect” their national interests from rivals rather than work for the common good of life o…"
5034,RT @NeilGetReal: @bruce_arthur @TorontoStar Doug Ford fueled Ontario's Covid disaster through half-measures so it's only natural that his r…
5035,"RT @LobbyForClimate: Since 2012, @amazon has lobbied over 400 bills in Congress.  Only 19 were related to making our economy more sustainab…"
5036,RT @nizmycuba: Paris Accord was NOT designed to save the environment but to kill the American economy. I refuse to surrender millions of Am…
5037,"RT @_nateking: “We also have to get at the root problem of why people are fleeing, particularly to our southern border, from Guatemala, Hon…"
5038,"Tim Scott need to be having this sorry weak ass race conversation with his donors and members of his party and miss us with this bs
#PresidentialAddress #timscott https://t.co/egySwlbdhT"
5039,"RT @thetoyman1: Biden even admitted USA only produces 15% of the Worlds C02 emissions. And even if we do everything he asks, nothing will c…"
5040,"RT @dorfman_p: Nuclear industry’s unfounded claims let it survive | Climate News Network https://t.co/9cLjmj1oV3 
#Nuclear #climate"
5041,"@SenJohnBarrasso @JoeBiden You have your blinders on.  There's more good energy jobs than just fossil fuels. You and yours are holding this state back.  Your fear of increased taxes isn't about us, but rather about you and your mega rich friends/donors. We must go forward or we will always be behind."
5042,"RT @ClimateReality: “The deck is stacked against people of color, for almost every emission source.” https://t.co/nOmxlik3LK"
5043,"RT @SenMarkey: America faces four interlocking crises. Economic inequality, racial injustice, the COVID-19 pandemic, and the climate crisis…"
5044,RT @ilDonaldoTrumpo: THE ONLY CLIMATE CHANGE YOU KNOW HAPPENS INSIDE YOUR DIAPERS JOE.
5045,"RT @AdamSchiff: If we want to build back better.

Revitalize our economy.

Invest in people.

Fight climate change. 

Create new green jobs…"
5046,"RT @SenMarkey: America faces four interlocking crises. Economic inequality, racial injustice, the COVID-19 pandemic, and the climate crisis…"
5047,"RT @DrEmmaLJohnston: ""Above all, we need to act fast. The 2020s really are our final chance: our “Earthshot” moment to start to repair the…"
5048,RT @CovidPlasmaIn: @Kachrewali @bloodgroups4u @Indianbloodhelp @BloodDonorsIn @Blood4Help @BloodAid @bloodconnectorg @HimanshuSBJYM @COVIDN…
5049,@representus Claim 1 trillion tons adds 0.4°C to global mean temperature based on altered gas constant. Take 30 years to detect. Or longer when climate naturally meets that warmth or datasets lowered so it looks as intended. When climate cools like it has. Models and datasets stay warm.
5050,@JohnBasham CNN did say that climate change was the next fad so...they make it so.
5051,RT @LobbyForClimate: .@Amazon recently made a $2 billion pledge for carbon removal but continues to fund politicians who block science-base…
5052,RT @swatic12: Me asking for help from donors https://t.co/ZEKwHLPNZ2
5053,RT @drjulie_b: Is it my dog or is it 100 companies producing 70% of global emissions
5054,"RT @pmagn: Biden’s #EarthDay summit shows Canada is stuck in the slow lane on climate

Federal government must follow US shift AWAY from hi…"
5055,"RT @SenMarkey: America faces four interlocking crises. Economic inequality, racial injustice, the COVID-19 pandemic, and the climate crisis…"
5056,Fact. Fact. Fact. Fact. Fact.
5057,RT @wdunlap: @ABCNetwork @Accenture Here’s what OSCAR celebrities actually believe about ‘Climate Climate’! https://t.co/HsaFeuESm8
5058,"RT @maxberger: “When I think climate change, I think jobs. Jobs, jobs, jobs.” - @POTUS 

Thank you @sunrisemvmt, @AOC and @justicedems. Y’a…"
5059,"@Mattjohnson19 @roybelly Now add in the emissions produced by the heavy equipment needed for the metals and plastics used in conventional vehicles. Oh, what's that? You didn't?"
5060,"Kind of a BFD to see a Democratic President talking about cover crops and including farmers in the fight against climate change, right?
#BidenAddress"
5061,RT @SecGranholm: This is a BIG deal. Congress reinstated strong methane rules today to help tackle one the worst contributors to the climat…
5062,RT @kurtbardella: Ummm ... @TimScottSC science is pretty f*cking clear about wearing masks and climate change ... things YOUR political par…
5063,"@AstroKirsten @Thesismis An examination action of radiation leaving the troposphere shows that it has declined in the bandwidths that CO2, CH4 and other GHGs reradiate at and in their proportions in the relevant sinks. That is the equivalent of a set of fingerprints."
5064,"At Stanford Uni, 1974 our US energy plan dismissed solar because it was $70/W. Today I celebrate!! 200MW solar farm with hydrogen displacing half a billion tons of CO2!! But wait!! Plus photosynthesis!!! Splitting water into hydrogen and producing food, in harmony with solar👍 https://t.co/rfdAxdYYzN"
5065,"RT @silmedia2: The Donalds Dossier: Dissing donors, Dems and DC https://t.co/NzHH3DlcJB"
5066,RT @ilDonaldoTrumpo: THE ONLY CLIMATE CHANGE YOU KNOW HAPPENS INSIDE YOUR DIAPERS JOE.
5067,RT @SecGranholm: This is a BIG deal. Congress reinstated strong methane rules today to help tackle one the worst contributors to the climat…
5068,"@HusseinAboubak Not that I have any degree or certification in psychology, but the phenomenon has been known (for decades) as deflection/projection. 

There is a certain segment of the population which has always thrived on this mechanism, has perfected it and LIVES to perpetrate it on others."
5069,"RT @BGAlliance: ""For too long we've failed to use the most important word when it comes to meeting the climate crisis: jobs."" - @POTUS 👍 👍…"
5070,RT @jo44atWID: #SoilRocks ! It’s cool when POTUS talks about cover crops and carbon sequestration in soil!
5071,RT @chrislhayes: Fact Check: Democrats have been talking about the climate crisis as a JOBS JOBS JOBS opportunity for years.
5072,The stupidity of the climate changers knows no bounds. Why are these people even allowed to speak freely ? I’d love to see the supposed science behind this.
5073,"As our computing prowess increases - and our ability to 
use satellite #EarthObservation matures ... it is great to see these eye-opening #BigData studies flourish! Power to the people (with new data)! Congrats to the authors! @NASA @NASAEarth @theAGU"
